Group,MPJPE,Avg_Entropy,Avg_KTI,Avg_Rank,Mask_Type,Mask_Layers,Hybrid_Config
SoftMask,0.0,3.189235,1.0,171.11182,soft,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",{}
SoftMask,0.0,3.1839416,1.0,171.04106,soft,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",{}
