Group,MPJPE,Avg_Entropy,Avg_KTI,Avg_Rank,Mask_Type,Mask_Layers,Hybrid_Config
Hybrid,0.0,3.3690047,1.0,97.280266,hybrid,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","{0: 'soft', 1: 'soft', 2: 'soft', 3: 'soft', 4: 'soft', 5: 'soft', 6: 'hard', 7: 'hard', 8: 'hard', 9: 'hard', 10: 'hard', 11: 'hard'}"
