Group,MPJPE,Avg_Entropy,Avg_KTI,Avg_Rank,Mask_Type,Mask_Layers,Hybrid_Config
HardMask,0.0,0.6996278,1.0,166.21465,hard,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",{}
HardMask,0.0,0.6977237,0.0,167.03319,hard,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",{}
