Group,MPJPE,Avg_Entropy,Avg_KTI,Avg_Rank,Mask_Type,Mask_Layers,Hybrid_Config
Control,460.52843017578124,3.7433872,0.7607809625566007,107.4707,none,[],{}
Control,463.92669067382815,3.7455015,0.6816940092295407,107.65969,none,[],{}
Control,461.4876373291016,3.7424877,0.051813845,107.41922,none,[],{}
Control,463.92669067382815,3.7455015,0.051285345,107.65969,none,[],{}
